ts_unix,disk_read_bytes_per_s,disk_write_bytes_per_s,disk_read_ops_per_s,disk_write_ops_per_s,disk_usage_percent_c,net_bytes_sent_per_s,net_bytes_recv_per_s,net_packets_sent_per_s,net_packets_recv_per_s
1772970227.9368148,184481992.6122718,20472.52226254792,351.8714763875423,4.998174380504863,37.6,40819728.297758065,0.0,27.98977653082723,0.0
1772970228.936474,191430340.3455815,65558.33573478818,369.1257612020392,2.0006816325313777,37.6,43625901.351113975,0.0,30.010224487970664,0.0
1772970229.9366071,182952172.48806944,4095.455150610437,349.95344304532546,0.9998669801295013,37.6,43630971.4417075,0.0,42.99428014556855,0.0
1772970230.9364064,184586431.43882167,200744.29910560773,352.0706776405748,3.0006023662548986,37.6,43675823.85366172,0.0,30.006023662548987,0.0
1772970231.9364567,165142412.2929302,69628.49724652314,314.9841543062786,3.9997987848416323,37.6,41863014.02581228,0.0,47.99758541809959,0.0
1772970232.9366765,192124678.7823226,24570.598843542637,407.9103323635008,1.9995604527622588,37.6,45283137.77326132,0.0,30.99318701781501,0.0
1772970233.9365058,191631304.93981954,12290.098014397217,408.0696606342826,3.0005122105461957,37.6,43624982.12047535,6601.126863201631,36.006146526554346,11.00187810533605
1772970234.9366755,184518053.3171516,139240.3633874102,351.9402567236931,6.998811923482533,37.6,41571606.05240886,5572.054121366879,37.993550441762316,9.99830274783219
1772970235.936357,180936993.35779333,172086.8143348578,345.1099269061915,9.002867658422387,37.6,43703711.82190372,970.3090698521906,44.01401966339834,9.002867658422387
1772970236.936832,190226199.90710282,208796.83615836443,364.82673290921326,4.997626478208401,37.6,43473854.97033765,0.0,33.983860051817125,0.0
1772970237.9370065,183992977.10407063,4095.285280984478,355.93788086681496,0.9998255080528511,37.6,43489771.06078327,1553.7288395141304,49.99127540264255,18.99668465300417
